sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,annotator_consistency,props_gpt4_majority,res_1.0_1,gpt_props_1.0_1,res_1.0_2,gpt_props_1.0_2,res_1.0_3,gpt_props_1.0_3,gpt3.5_1.0_consistency,res_0.2_1,gpt_props_0.2_1,res_0.2_2,gpt_props_0.2_2,res_0.2_3,gpt_props_0.2_3,gpt3.5_0.2_consistency,gpt3.5_0.2_majority,humans isCorrect,gpt isCorrect,comments,ground truth,propertygpt-4o-mini,resgpt-4o-mini_0.0_V4,propertygpt-4o-mini_0.0_V4
4,[0 8 9],"Muhammad advises the same thing, according to the tradition of the Muslim doctors: wherefore the great Temur always strove to exterminate the infidels, as much to acquire that glory, as to signalise himself by the greatness of his conquests.”",Language_varieties,"['correctness', 'clarity']","['correctness', 'clarity']","['correctness', 'clarity']",True,[],"{
  ""Properties"": [""correctness"", ""clarity"", ""maxims/proverbs"", ""allusions""],
  ""Explanation"": ""The text is well-formed grammatically and understandable to the intended audience. It also contains a maxim or proverb ('the tradition of the Muslim doctors') and an allusion to historical and cultural knowledge (Temur's conquests) which requires understanding of the context.""
}","['correctness', 'clarity', 'maxims/proverbs', 'allusions']","{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to 'the tradition of the Muslim doctors' without explicitly naming the other context, requiring cultural knowledge to understand the reference.""
}",['allusions'],"{
  ""Properties"": [""allusions"", ""high""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors, which requires cultural and historical knowledge to understand. Additionally, the language used is formal and grand, typical of historical or scholarly texts.""
}","['allusions', 'high']",False,"{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors and the actions of Temur, requiring cultural knowledge to fully understand the reference.""
}",['allusions'],"{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors and the actions of Temur, requiring cultural knowledge to fully understand the reference.""
}",['allusions'],"{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors and the actions of Temur, requiring cultural knowledge to fully understand the reference.""
}",['allusions'],1,['allusions'],0,0.0,,"['correctness', 'clarity','middle']",correctness,"{
  ""Answer"": ""no"",
  ""Explanation"": ""The sentence contains grammatical issues, such as the use of 'wherefore' which is somewhat archaic and may not fit well in modern usage. Additionally, the phrase 'as much to acquire that glory, as to signalise himself' could be considered awkward or unclear in its construction. Overall, while the sentence may convey meaning, it does not demonstrate grammatical correctness by contemporary standards.""
}",[]
4,[0 8 9],"Muhammad advises the same thing, according to the tradition of the Muslim doctors: wherefore the great Temur always strove to exterminate the infidels, as much to acquire that glory, as to signalise himself by the greatness of his conquests.”",Language_varieties,"['correctness', 'clarity']","['correctness', 'clarity']","['correctness', 'clarity']",True,[],"{
  ""Properties"": [""correctness"", ""clarity"", ""maxims/proverbs"", ""allusions""],
  ""Explanation"": ""The text is well-formed grammatically and understandable to the intended audience. It also contains a maxim or proverb ('the tradition of the Muslim doctors') and an allusion to historical and cultural knowledge (Temur's conquests) which requires understanding of the context.""
}","['correctness', 'clarity', 'maxims/proverbs', 'allusions']","{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to 'the tradition of the Muslim doctors' without explicitly naming the other context, requiring cultural knowledge to understand the reference.""
}",['allusions'],"{
  ""Properties"": [""allusions"", ""high""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors, which requires cultural and historical knowledge to understand. Additionally, the language used is formal and grand, typical of historical or scholarly texts.""
}","['allusions', 'high']",False,"{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors and the actions of Temur, requiring cultural knowledge to fully understand the reference.""
}",['allusions'],"{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors and the actions of Temur, requiring cultural knowledge to fully understand the reference.""
}",['allusions'],"{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors and the actions of Temur, requiring cultural knowledge to fully understand the reference.""
}",['allusions'],1,['allusions'],0,0.0,,"['correctness', 'clarity','middle']",clarity,"{
  ""Answer"": ""no"",
  ""Explanation"": ""The sentence is convoluted and contains archaic language, making it difficult for the intended audience to understand. Phrases like 'wherefore' and 'signalise' may not be familiar to modern readers, which detracts from the overall clarity of the message. Additionally, the structure of the sentence is complex, which can lead to confusion about the main point being conveyed.""
}",[]
4,[0 8 9],"Muhammad advises the same thing, according to the tradition of the Muslim doctors: wherefore the great Temur always strove to exterminate the infidels, as much to acquire that glory, as to signalise himself by the greatness of his conquests.”",Language_varieties,"['correctness', 'clarity']","['correctness', 'clarity']","['correctness', 'clarity']",True,[],"{
  ""Properties"": [""correctness"", ""clarity"", ""maxims/proverbs"", ""allusions""],
  ""Explanation"": ""The text is well-formed grammatically and understandable to the intended audience. It also contains a maxim or proverb ('the tradition of the Muslim doctors') and an allusion to historical and cultural knowledge (Temur's conquests) which requires understanding of the context.""
}","['correctness', 'clarity', 'maxims/proverbs', 'allusions']","{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to 'the tradition of the Muslim doctors' without explicitly naming the other context, requiring cultural knowledge to understand the reference.""
}",['allusions'],"{
  ""Properties"": [""allusions"", ""high""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors, which requires cultural and historical knowledge to understand. Additionally, the language used is formal and grand, typical of historical or scholarly texts.""
}","['allusions', 'high']",False,"{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors and the actions of Temur, requiring cultural knowledge to fully understand the reference.""
}",['allusions'],"{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors and the actions of Temur, requiring cultural knowledge to fully understand the reference.""
}",['allusions'],"{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors and the actions of Temur, requiring cultural knowledge to fully understand the reference.""
}",['allusions'],1,['allusions'],0,0.0,,"['correctness', 'clarity','middle']",forcefulness,"{
  ""Answer"": ""no"",
  ""Explanation"": ""The sentence provided does not demonstrate 'forcefulness' in the context of memorable or striking expression. Instead, it presents a historical account in a formal and descriptive manner without employing vivid language or rhetorical devices that would enhance its impact. The focus is on conveying information rather than creating a striking or memorable expression.""
}",[]
4,[0 8 9],"Muhammad advises the same thing, according to the tradition of the Muslim doctors: wherefore the great Temur always strove to exterminate the infidels, as much to acquire that glory, as to signalise himself by the greatness of his conquests.”",Language_varieties,"['correctness', 'clarity']","['correctness', 'clarity']","['correctness', 'clarity']",True,[],"{
  ""Properties"": [""correctness"", ""clarity"", ""maxims/proverbs"", ""allusions""],
  ""Explanation"": ""The text is well-formed grammatically and understandable to the intended audience. It also contains a maxim or proverb ('the tradition of the Muslim doctors') and an allusion to historical and cultural knowledge (Temur's conquests) which requires understanding of the context.""
}","['correctness', 'clarity', 'maxims/proverbs', 'allusions']","{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to 'the tradition of the Muslim doctors' without explicitly naming the other context, requiring cultural knowledge to understand the reference.""
}",['allusions'],"{
  ""Properties"": [""allusions"", ""high""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors, which requires cultural and historical knowledge to understand. Additionally, the language used is formal and grand, typical of historical or scholarly texts.""
}","['allusions', 'high']",False,"{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors and the actions of Temur, requiring cultural knowledge to fully understand the reference.""
}",['allusions'],"{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors and the actions of Temur, requiring cultural knowledge to fully understand the reference.""
}",['allusions'],"{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors and the actions of Temur, requiring cultural knowledge to fully understand the reference.""
}",['allusions'],1,['allusions'],0,0.0,,"['correctness', 'clarity','middle']",low,"{
  ""Answer"": ""no"",
  ""Explanation"": ""The sentence provided is formal and uses elevated language, which is characteristic of 'high' language varieties. It employs complex sentence structure and vocabulary, such as 'exterminate', 'infidels', and 'signalise', which are not typical of informal or colloquial speech. Therefore, it does not demonstrate or contain 'low' language.""
}",[]
4,[0 8 9],"Muhammad advises the same thing, according to the tradition of the Muslim doctors: wherefore the great Temur always strove to exterminate the infidels, as much to acquire that glory, as to signalise himself by the greatness of his conquests.”",Language_varieties,"['correctness', 'clarity']","['correctness', 'clarity']","['correctness', 'clarity']",True,[],"{
  ""Properties"": [""correctness"", ""clarity"", ""maxims/proverbs"", ""allusions""],
  ""Explanation"": ""The text is well-formed grammatically and understandable to the intended audience. It also contains a maxim or proverb ('the tradition of the Muslim doctors') and an allusion to historical and cultural knowledge (Temur's conquests) which requires understanding of the context.""
}","['correctness', 'clarity', 'maxims/proverbs', 'allusions']","{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to 'the tradition of the Muslim doctors' without explicitly naming the other context, requiring cultural knowledge to understand the reference.""
}",['allusions'],"{
  ""Properties"": [""allusions"", ""high""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors, which requires cultural and historical knowledge to understand. Additionally, the language used is formal and grand, typical of historical or scholarly texts.""
}","['allusions', 'high']",False,"{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors and the actions of Temur, requiring cultural knowledge to fully understand the reference.""
}",['allusions'],"{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors and the actions of Temur, requiring cultural knowledge to fully understand the reference.""
}",['allusions'],"{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors and the actions of Temur, requiring cultural knowledge to fully understand the reference.""
}",['allusions'],1,['allusions'],0,0.0,,"['correctness', 'clarity','middle']",middle,"{
  ""Answer"": ""no"",
  ""Explanation"": ""The sentence provided does not demonstrate 'middle' language variety, as it employs archaic and formal language that is not typical of Standard Edited American English. Phrases like 'wherefore' and 'signalise' are not commonly used in contemporary writing and do not reflect the level of appropriateness associated with middle language varieties, which are characterized by clarity and accessibility.""
}",[]
4,[0 8 9],"Muhammad advises the same thing, according to the tradition of the Muslim doctors: wherefore the great Temur always strove to exterminate the infidels, as much to acquire that glory, as to signalise himself by the greatness of his conquests.”",Language_varieties,"['correctness', 'clarity']","['correctness', 'clarity']","['correctness', 'clarity']",True,[],"{
  ""Properties"": [""correctness"", ""clarity"", ""maxims/proverbs"", ""allusions""],
  ""Explanation"": ""The text is well-formed grammatically and understandable to the intended audience. It also contains a maxim or proverb ('the tradition of the Muslim doctors') and an allusion to historical and cultural knowledge (Temur's conquests) which requires understanding of the context.""
}","['correctness', 'clarity', 'maxims/proverbs', 'allusions']","{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to 'the tradition of the Muslim doctors' without explicitly naming the other context, requiring cultural knowledge to understand the reference.""
}",['allusions'],"{
  ""Properties"": [""allusions"", ""high""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors, which requires cultural and historical knowledge to understand. Additionally, the language used is formal and grand, typical of historical or scholarly texts.""
}","['allusions', 'high']",False,"{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors and the actions of Temur, requiring cultural knowledge to fully understand the reference.""
}",['allusions'],"{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors and the actions of Temur, requiring cultural knowledge to fully understand the reference.""
}",['allusions'],"{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors and the actions of Temur, requiring cultural knowledge to fully understand the reference.""
}",['allusions'],1,['allusions'],0,0.0,,"['correctness', 'clarity','middle']",high,"{
  ""Answer"": ""yes"",
  ""Explanation"": ""The sentence contains formal language and complex structures, which are characteristic of 'high' language varieties. It uses sophisticated vocabulary such as 'exterminate', 'infidels', 'glory', and 'signalise', and it presents historical and cultural references in a formal context. This aligns with the definition of 'high' language as being appropriate for official or scholarly discourse.""
}",['high']
4,[0 8 9],"Muhammad advises the same thing, according to the tradition of the Muslim doctors: wherefore the great Temur always strove to exterminate the infidels, as much to acquire that glory, as to signalise himself by the greatness of his conquests.”",Language_varieties,"['correctness', 'clarity']","['correctness', 'clarity']","['correctness', 'clarity']",True,[],"{
  ""Properties"": [""correctness"", ""clarity"", ""maxims/proverbs"", ""allusions""],
  ""Explanation"": ""The text is well-formed grammatically and understandable to the intended audience. It also contains a maxim or proverb ('the tradition of the Muslim doctors') and an allusion to historical and cultural knowledge (Temur's conquests) which requires understanding of the context.""
}","['correctness', 'clarity', 'maxims/proverbs', 'allusions']","{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to 'the tradition of the Muslim doctors' without explicitly naming the other context, requiring cultural knowledge to understand the reference.""
}",['allusions'],"{
  ""Properties"": [""allusions"", ""high""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors, which requires cultural and historical knowledge to understand. Additionally, the language used is formal and grand, typical of historical or scholarly texts.""
}","['allusions', 'high']",False,"{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors and the actions of Temur, requiring cultural knowledge to fully understand the reference.""
}",['allusions'],"{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors and the actions of Temur, requiring cultural knowledge to fully understand the reference.""
}",['allusions'],"{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors and the actions of Temur, requiring cultural knowledge to fully understand the reference.""
}",['allusions'],1,['allusions'],0,0.0,,"['correctness', 'clarity','middle']",dialects/registers,"{
  ""Answer"": ""no"",
  ""Explanation"": ""The sentence provided does not demonstrate or contain specific dialects or registers. Instead, it uses a formal and historical style of English that is characteristic of older texts. While it references a particular cultural and historical context (Muslim doctors and Temur), it does not employ specialized jargon or terms that are specific to a particular occupation or genre, such as medical or police terminology.""
}",[]
4,[0 8 9],"Muhammad advises the same thing, according to the tradition of the Muslim doctors: wherefore the great Temur always strove to exterminate the infidels, as much to acquire that glory, as to signalise himself by the greatness of his conquests.”",Language_varieties,"['correctness', 'clarity']","['correctness', 'clarity']","['correctness', 'clarity']",True,[],"{
  ""Properties"": [""correctness"", ""clarity"", ""maxims/proverbs"", ""allusions""],
  ""Explanation"": ""The text is well-formed grammatically and understandable to the intended audience. It also contains a maxim or proverb ('the tradition of the Muslim doctors') and an allusion to historical and cultural knowledge (Temur's conquests) which requires understanding of the context.""
}","['correctness', 'clarity', 'maxims/proverbs', 'allusions']","{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to 'the tradition of the Muslim doctors' without explicitly naming the other context, requiring cultural knowledge to understand the reference.""
}",['allusions'],"{
  ""Properties"": [""allusions"", ""high""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors, which requires cultural and historical knowledge to understand. Additionally, the language used is formal and grand, typical of historical or scholarly texts.""
}","['allusions', 'high']",False,"{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors and the actions of Temur, requiring cultural knowledge to fully understand the reference.""
}",['allusions'],"{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors and the actions of Temur, requiring cultural knowledge to fully understand the reference.""
}",['allusions'],"{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors and the actions of Temur, requiring cultural knowledge to fully understand the reference.""
}",['allusions'],1,['allusions'],0,0.0,,"['correctness', 'clarity','middle']",register shift,"{
  ""Answer"": ""no"",
  ""Explanation"": ""The sentence provided does not demonstrate a register shift. It maintains a consistent formal tone throughout, using elevated language and complex sentence structure. There is no noticeable drop from a high level of appropriateness to a lower one, which is characteristic of a register shift.""
}",[]
4,[0 8 9],"Muhammad advises the same thing, according to the tradition of the Muslim doctors: wherefore the great Temur always strove to exterminate the infidels, as much to acquire that glory, as to signalise himself by the greatness of his conquests.”",Language_varieties,"['correctness', 'clarity']","['correctness', 'clarity']","['correctness', 'clarity']",True,[],"{
  ""Properties"": [""correctness"", ""clarity"", ""maxims/proverbs"", ""allusions""],
  ""Explanation"": ""The text is well-formed grammatically and understandable to the intended audience. It also contains a maxim or proverb ('the tradition of the Muslim doctors') and an allusion to historical and cultural knowledge (Temur's conquests) which requires understanding of the context.""
}","['correctness', 'clarity', 'maxims/proverbs', 'allusions']","{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to 'the tradition of the Muslim doctors' without explicitly naming the other context, requiring cultural knowledge to understand the reference.""
}",['allusions'],"{
  ""Properties"": [""allusions"", ""high""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors, which requires cultural and historical knowledge to understand. Additionally, the language used is formal and grand, typical of historical or scholarly texts.""
}","['allusions', 'high']",False,"{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors and the actions of Temur, requiring cultural knowledge to fully understand the reference.""
}",['allusions'],"{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors and the actions of Temur, requiring cultural knowledge to fully understand the reference.""
}",['allusions'],"{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors and the actions of Temur, requiring cultural knowledge to fully understand the reference.""
}",['allusions'],1,['allusions'],0,0.0,,"['correctness', 'clarity','middle']",cliches/idioms,"{
  ""Answer"": ""no"",
  ""Explanation"": ""The sentence provided does not contain any cliches or idioms. It presents a historical statement about Muhammad and Temur without using any prepared phrases or expressions that are commonly recognized as idiomatic or clichéd. The language is formal and descriptive rather than relying on figurative language typical of cliches or idioms.""
}",[]
4,[0 8 9],"Muhammad advises the same thing, according to the tradition of the Muslim doctors: wherefore the great Temur always strove to exterminate the infidels, as much to acquire that glory, as to signalise himself by the greatness of his conquests.”",Language_varieties,"['correctness', 'clarity']","['correctness', 'clarity']","['correctness', 'clarity']",True,[],"{
  ""Properties"": [""correctness"", ""clarity"", ""maxims/proverbs"", ""allusions""],
  ""Explanation"": ""The text is well-formed grammatically and understandable to the intended audience. It also contains a maxim or proverb ('the tradition of the Muslim doctors') and an allusion to historical and cultural knowledge (Temur's conquests) which requires understanding of the context.""
}","['correctness', 'clarity', 'maxims/proverbs', 'allusions']","{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to 'the tradition of the Muslim doctors' without explicitly naming the other context, requiring cultural knowledge to understand the reference.""
}",['allusions'],"{
  ""Properties"": [""allusions"", ""high""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors, which requires cultural and historical knowledge to understand. Additionally, the language used is formal and grand, typical of historical or scholarly texts.""
}","['allusions', 'high']",False,"{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors and the actions of Temur, requiring cultural knowledge to fully understand the reference.""
}",['allusions'],"{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors and the actions of Temur, requiring cultural knowledge to fully understand the reference.""
}",['allusions'],"{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors and the actions of Temur, requiring cultural knowledge to fully understand the reference.""
}",['allusions'],1,['allusions'],0,0.0,,"['correctness', 'clarity','middle']",maxims/proverbs,"{
  ""Answer"": ""no"",
  ""Explanation"": ""The sentence provided does not contain any maxims or proverbs. Instead, it discusses the actions and motivations of historical figures without expressing common wisdom or general truths in a concise, proverbial form. Maxims or proverbs typically convey moral lessons or practical advice in a succinct manner, which is not present in this context.""
}",[]
