sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,annotator_consistency,props_gpt4_majority,res_1.0_1,gpt_props_1.0_1,res_1.0_2,gpt_props_1.0_2,res_1.0_3,gpt_props_1.0_3,gpt3.5_1.0_consistency,res_0.2_1,gpt_props_0.2_1,res_0.2_2,gpt_props_0.2_2,res_0.2_3,gpt_props_0.2_3,gpt3.5_0.2_consistency,gpt3.5_0.2_majority,humans isCorrect,gpt isCorrect,comments,ground truth,propertygpt-4o,resgpt-4o_0.0_V4,propertygpt-4o_0.0_V4
4,[0 8 9],"Muhammad advises the same thing, according to the tradition of the Muslim doctors: wherefore the great Temur always strove to exterminate the infidels, as much to acquire that glory, as to signalise himself by the greatness of his conquests.”",Language_varieties,"['correctness', 'clarity']","['correctness', 'clarity']","['correctness', 'clarity']",True,[],"{
  ""Properties"": [""correctness"", ""clarity"", ""maxims/proverbs"", ""allusions""],
  ""Explanation"": ""The text is well-formed grammatically and understandable to the intended audience. It also contains a maxim or proverb ('the tradition of the Muslim doctors') and an allusion to historical and cultural knowledge (Temur's conquests) which requires understanding of the context.""
}","['correctness', 'clarity', 'maxims/proverbs', 'allusions']","{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to 'the tradition of the Muslim doctors' without explicitly naming the other context, requiring cultural knowledge to understand the reference.""
}",['allusions'],"{
  ""Properties"": [""allusions"", ""high""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors, which requires cultural and historical knowledge to understand. Additionally, the language used is formal and grand, typical of historical or scholarly texts.""
}","['allusions', 'high']",False,"{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors and the actions of Temur, requiring cultural knowledge to fully understand the reference.""
}",['allusions'],"{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors and the actions of Temur, requiring cultural knowledge to fully understand the reference.""
}",['allusions'],"{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors and the actions of Temur, requiring cultural knowledge to fully understand the reference.""
}",['allusions'],1,['allusions'],0,0.0,,"['correctness', 'clarity','middle']",correctness,"{
  ""Answer"": ""yes"",
  ""Explanation"": ""The sentence is grammatically correct. It contains a main clause ('Muhammad advises the same thing') followed by a subordinate clause ('according to the tradition of the Muslim doctors'). The use of a colon introduces an explanation or elaboration ('wherefore the great Temur always strove to exterminate the infidels, as much to acquire that glory, as to signalise himself by the greatness of his conquests'). The sentence structure, punctuation, and word choice are appropriate and adhere to standard grammatical rules.""
}",['correctness']
4,[0 8 9],"Muhammad advises the same thing, according to the tradition of the Muslim doctors: wherefore the great Temur always strove to exterminate the infidels, as much to acquire that glory, as to signalise himself by the greatness of his conquests.”",Language_varieties,"['correctness', 'clarity']","['correctness', 'clarity']","['correctness', 'clarity']",True,[],"{
  ""Properties"": [""correctness"", ""clarity"", ""maxims/proverbs"", ""allusions""],
  ""Explanation"": ""The text is well-formed grammatically and understandable to the intended audience. It also contains a maxim or proverb ('the tradition of the Muslim doctors') and an allusion to historical and cultural knowledge (Temur's conquests) which requires understanding of the context.""
}","['correctness', 'clarity', 'maxims/proverbs', 'allusions']","{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to 'the tradition of the Muslim doctors' without explicitly naming the other context, requiring cultural knowledge to understand the reference.""
}",['allusions'],"{
  ""Properties"": [""allusions"", ""high""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors, which requires cultural and historical knowledge to understand. Additionally, the language used is formal and grand, typical of historical or scholarly texts.""
}","['allusions', 'high']",False,"{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors and the actions of Temur, requiring cultural knowledge to fully understand the reference.""
}",['allusions'],"{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors and the actions of Temur, requiring cultural knowledge to fully understand the reference.""
}",['allusions'],"{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors and the actions of Temur, requiring cultural knowledge to fully understand the reference.""
}",['allusions'],1,['allusions'],0,0.0,,"['correctness', 'clarity','middle']",clarity,"{
  ""Answer"": ""no"",
  ""Explanation"": ""The sentence does not demonstrate clarity due to its complex structure and archaic language. Phrases like 'according to the tradition of the Muslim doctors' and 'as much to acquire that glory, as to signalise himself by the greatness of his conquests' are convoluted and may confuse the reader. Additionally, the use of the word 'infidels' is outdated and potentially offensive, which further detracts from the clarity.""
}",[]
4,[0 8 9],"Muhammad advises the same thing, according to the tradition of the Muslim doctors: wherefore the great Temur always strove to exterminate the infidels, as much to acquire that glory, as to signalise himself by the greatness of his conquests.”",Language_varieties,"['correctness', 'clarity']","['correctness', 'clarity']","['correctness', 'clarity']",True,[],"{
  ""Properties"": [""correctness"", ""clarity"", ""maxims/proverbs"", ""allusions""],
  ""Explanation"": ""The text is well-formed grammatically and understandable to the intended audience. It also contains a maxim or proverb ('the tradition of the Muslim doctors') and an allusion to historical and cultural knowledge (Temur's conquests) which requires understanding of the context.""
}","['correctness', 'clarity', 'maxims/proverbs', 'allusions']","{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to 'the tradition of the Muslim doctors' without explicitly naming the other context, requiring cultural knowledge to understand the reference.""
}",['allusions'],"{
  ""Properties"": [""allusions"", ""high""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors, which requires cultural and historical knowledge to understand. Additionally, the language used is formal and grand, typical of historical or scholarly texts.""
}","['allusions', 'high']",False,"{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors and the actions of Temur, requiring cultural knowledge to fully understand the reference.""
}",['allusions'],"{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors and the actions of Temur, requiring cultural knowledge to fully understand the reference.""
}",['allusions'],"{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors and the actions of Temur, requiring cultural knowledge to fully understand the reference.""
}",['allusions'],1,['allusions'],0,0.0,,"['correctness', 'clarity','middle']",forcefulness,"{
  ""Answer"": ""yes"",
  ""Explanation"": ""The sentence demonstrates 'forcefulness' through its use of strong and impactful language. Phrases like 'always strove to exterminate the infidels' and 'signalise himself by the greatness of his conquests' are memorable and striking, reinforcing the message of relentless pursuit and significant achievements.""
}",['forcefulness']
4,[0 8 9],"Muhammad advises the same thing, according to the tradition of the Muslim doctors: wherefore the great Temur always strove to exterminate the infidels, as much to acquire that glory, as to signalise himself by the greatness of his conquests.”",Language_varieties,"['correctness', 'clarity']","['correctness', 'clarity']","['correctness', 'clarity']",True,[],"{
  ""Properties"": [""correctness"", ""clarity"", ""maxims/proverbs"", ""allusions""],
  ""Explanation"": ""The text is well-formed grammatically and understandable to the intended audience. It also contains a maxim or proverb ('the tradition of the Muslim doctors') and an allusion to historical and cultural knowledge (Temur's conquests) which requires understanding of the context.""
}","['correctness', 'clarity', 'maxims/proverbs', 'allusions']","{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to 'the tradition of the Muslim doctors' without explicitly naming the other context, requiring cultural knowledge to understand the reference.""
}",['allusions'],"{
  ""Properties"": [""allusions"", ""high""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors, which requires cultural and historical knowledge to understand. Additionally, the language used is formal and grand, typical of historical or scholarly texts.""
}","['allusions', 'high']",False,"{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors and the actions of Temur, requiring cultural knowledge to fully understand the reference.""
}",['allusions'],"{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors and the actions of Temur, requiring cultural knowledge to fully understand the reference.""
}",['allusions'],"{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors and the actions of Temur, requiring cultural knowledge to fully understand the reference.""
}",['allusions'],1,['allusions'],0,0.0,,"['correctness', 'clarity','middle']",low,"{
  ""Answer"": ""no"",
  ""Explanation"": ""The sentence provided does not demonstrate or contain 'low' language varieties. It is formal and uses sophisticated vocabulary and structure. There are no informal, colloquial, or vulgar expressions present in the sentence.""
}",[]
4,[0 8 9],"Muhammad advises the same thing, according to the tradition of the Muslim doctors: wherefore the great Temur always strove to exterminate the infidels, as much to acquire that glory, as to signalise himself by the greatness of his conquests.”",Language_varieties,"['correctness', 'clarity']","['correctness', 'clarity']","['correctness', 'clarity']",True,[],"{
  ""Properties"": [""correctness"", ""clarity"", ""maxims/proverbs"", ""allusions""],
  ""Explanation"": ""The text is well-formed grammatically and understandable to the intended audience. It also contains a maxim or proverb ('the tradition of the Muslim doctors') and an allusion to historical and cultural knowledge (Temur's conquests) which requires understanding of the context.""
}","['correctness', 'clarity', 'maxims/proverbs', 'allusions']","{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to 'the tradition of the Muslim doctors' without explicitly naming the other context, requiring cultural knowledge to understand the reference.""
}",['allusions'],"{
  ""Properties"": [""allusions"", ""high""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors, which requires cultural and historical knowledge to understand. Additionally, the language used is formal and grand, typical of historical or scholarly texts.""
}","['allusions', 'high']",False,"{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors and the actions of Temur, requiring cultural knowledge to fully understand the reference.""
}",['allusions'],"{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors and the actions of Temur, requiring cultural knowledge to fully understand the reference.""
}",['allusions'],"{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors and the actions of Temur, requiring cultural knowledge to fully understand the reference.""
}",['allusions'],1,['allusions'],0,0.0,,"['correctness', 'clarity','middle']",middle,"{
  ""Answer"": ""no"",
  ""Explanation"": ""The sentence provided does not demonstrate 'middle' or Standard Edited American English. It contains archaic language and a complex structure that is not typical of contemporary reputable books, magazines, and newspapers. Phrases like 'wherefore the great Temur always strove to exterminate the infidels' and 'as much to acquire that glory, as to signalise himself by the greatness of his conquests' are not in line with modern standard usage.""
}",[]
4,[0 8 9],"Muhammad advises the same thing, according to the tradition of the Muslim doctors: wherefore the great Temur always strove to exterminate the infidels, as much to acquire that glory, as to signalise himself by the greatness of his conquests.”",Language_varieties,"['correctness', 'clarity']","['correctness', 'clarity']","['correctness', 'clarity']",True,[],"{
  ""Properties"": [""correctness"", ""clarity"", ""maxims/proverbs"", ""allusions""],
  ""Explanation"": ""The text is well-formed grammatically and understandable to the intended audience. It also contains a maxim or proverb ('the tradition of the Muslim doctors') and an allusion to historical and cultural knowledge (Temur's conquests) which requires understanding of the context.""
}","['correctness', 'clarity', 'maxims/proverbs', 'allusions']","{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to 'the tradition of the Muslim doctors' without explicitly naming the other context, requiring cultural knowledge to understand the reference.""
}",['allusions'],"{
  ""Properties"": [""allusions"", ""high""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors, which requires cultural and historical knowledge to understand. Additionally, the language used is formal and grand, typical of historical or scholarly texts.""
}","['allusions', 'high']",False,"{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors and the actions of Temur, requiring cultural knowledge to fully understand the reference.""
}",['allusions'],"{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors and the actions of Temur, requiring cultural knowledge to fully understand the reference.""
}",['allusions'],"{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors and the actions of Temur, requiring cultural knowledge to fully understand the reference.""
}",['allusions'],1,['allusions'],0,0.0,,"['correctness', 'clarity','middle']",high,"{
  ""Answer"": ""yes"",
  ""Explanation"": ""The sentence demonstrates 'high' language variety due to its formal and grandiose style. It uses sophisticated vocabulary and complex sentence structures, which are characteristic of official documents and scholarly publications. Phrases like 'according to the tradition of the Muslim doctors,' 'the great Temur,' and 'signalise himself by the greatness of his conquests' contribute to the elevated tone.""
}",['high']
4,[0 8 9],"Muhammad advises the same thing, according to the tradition of the Muslim doctors: wherefore the great Temur always strove to exterminate the infidels, as much to acquire that glory, as to signalise himself by the greatness of his conquests.”",Language_varieties,"['correctness', 'clarity']","['correctness', 'clarity']","['correctness', 'clarity']",True,[],"{
  ""Properties"": [""correctness"", ""clarity"", ""maxims/proverbs"", ""allusions""],
  ""Explanation"": ""The text is well-formed grammatically and understandable to the intended audience. It also contains a maxim or proverb ('the tradition of the Muslim doctors') and an allusion to historical and cultural knowledge (Temur's conquests) which requires understanding of the context.""
}","['correctness', 'clarity', 'maxims/proverbs', 'allusions']","{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to 'the tradition of the Muslim doctors' without explicitly naming the other context, requiring cultural knowledge to understand the reference.""
}",['allusions'],"{
  ""Properties"": [""allusions"", ""high""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors, which requires cultural and historical knowledge to understand. Additionally, the language used is formal and grand, typical of historical or scholarly texts.""
}","['allusions', 'high']",False,"{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors and the actions of Temur, requiring cultural knowledge to fully understand the reference.""
}",['allusions'],"{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors and the actions of Temur, requiring cultural knowledge to fully understand the reference.""
}",['allusions'],"{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors and the actions of Temur, requiring cultural knowledge to fully understand the reference.""
}",['allusions'],1,['allusions'],0,0.0,,"['correctness', 'clarity','middle']",dialects/registers,"{
  ""Answer"": ""no"",
  ""Explanation"": ""The sentence provided does not demonstrate or contain 'dialects/registers' as defined in the context of grammar. The terms used in the sentence are not specific to a particular region, occupation, or genre such as medical terms or police jargon. Instead, the sentence uses general historical and religious references that are not exclusive to a specific dialect or register.""
}",[]
4,[0 8 9],"Muhammad advises the same thing, according to the tradition of the Muslim doctors: wherefore the great Temur always strove to exterminate the infidels, as much to acquire that glory, as to signalise himself by the greatness of his conquests.”",Language_varieties,"['correctness', 'clarity']","['correctness', 'clarity']","['correctness', 'clarity']",True,[],"{
  ""Properties"": [""correctness"", ""clarity"", ""maxims/proverbs"", ""allusions""],
  ""Explanation"": ""The text is well-formed grammatically and understandable to the intended audience. It also contains a maxim or proverb ('the tradition of the Muslim doctors') and an allusion to historical and cultural knowledge (Temur's conquests) which requires understanding of the context.""
}","['correctness', 'clarity', 'maxims/proverbs', 'allusions']","{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to 'the tradition of the Muslim doctors' without explicitly naming the other context, requiring cultural knowledge to understand the reference.""
}",['allusions'],"{
  ""Properties"": [""allusions"", ""high""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors, which requires cultural and historical knowledge to understand. Additionally, the language used is formal and grand, typical of historical or scholarly texts.""
}","['allusions', 'high']",False,"{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors and the actions of Temur, requiring cultural knowledge to fully understand the reference.""
}",['allusions'],"{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors and the actions of Temur, requiring cultural knowledge to fully understand the reference.""
}",['allusions'],"{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors and the actions of Temur, requiring cultural knowledge to fully understand the reference.""
}",['allusions'],1,['allusions'],0,0.0,,"['correctness', 'clarity','middle']",register shift,"{
  ""Answer"": ""no"",
  ""Explanation"": ""The sentence provided does not demonstrate a 'register shift.' The language remains formal and consistent throughout, without dropping to a lower level of appropriateness or using informal or colloquial expressions. The tone and vocabulary are maintained at a high level, suitable for historical or academic writing.""
}",[]
4,[0 8 9],"Muhammad advises the same thing, according to the tradition of the Muslim doctors: wherefore the great Temur always strove to exterminate the infidels, as much to acquire that glory, as to signalise himself by the greatness of his conquests.”",Language_varieties,"['correctness', 'clarity']","['correctness', 'clarity']","['correctness', 'clarity']",True,[],"{
  ""Properties"": [""correctness"", ""clarity"", ""maxims/proverbs"", ""allusions""],
  ""Explanation"": ""The text is well-formed grammatically and understandable to the intended audience. It also contains a maxim or proverb ('the tradition of the Muslim doctors') and an allusion to historical and cultural knowledge (Temur's conquests) which requires understanding of the context.""
}","['correctness', 'clarity', 'maxims/proverbs', 'allusions']","{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to 'the tradition of the Muslim doctors' without explicitly naming the other context, requiring cultural knowledge to understand the reference.""
}",['allusions'],"{
  ""Properties"": [""allusions"", ""high""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors, which requires cultural and historical knowledge to understand. Additionally, the language used is formal and grand, typical of historical or scholarly texts.""
}","['allusions', 'high']",False,"{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors and the actions of Temur, requiring cultural knowledge to fully understand the reference.""
}",['allusions'],"{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors and the actions of Temur, requiring cultural knowledge to fully understand the reference.""
}",['allusions'],"{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors and the actions of Temur, requiring cultural knowledge to fully understand the reference.""
}",['allusions'],1,['allusions'],0,0.0,,"['correctness', 'clarity','middle']",cliches/idioms,"{
  ""Answer"": ""no"",
  ""Explanation"": ""The sentence provided does not contain any cliches or idioms. It is a straightforward statement about Muhammad's advice and Temur's actions, without using any prepared phrases that fall in and out of usage.""
}",[]
4,[0 8 9],"Muhammad advises the same thing, according to the tradition of the Muslim doctors: wherefore the great Temur always strove to exterminate the infidels, as much to acquire that glory, as to signalise himself by the greatness of his conquests.”",Language_varieties,"['correctness', 'clarity']","['correctness', 'clarity']","['correctness', 'clarity']",True,[],"{
  ""Properties"": [""correctness"", ""clarity"", ""maxims/proverbs"", ""allusions""],
  ""Explanation"": ""The text is well-formed grammatically and understandable to the intended audience. It also contains a maxim or proverb ('the tradition of the Muslim doctors') and an allusion to historical and cultural knowledge (Temur's conquests) which requires understanding of the context.""
}","['correctness', 'clarity', 'maxims/proverbs', 'allusions']","{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to 'the tradition of the Muslim doctors' without explicitly naming the other context, requiring cultural knowledge to understand the reference.""
}",['allusions'],"{
  ""Properties"": [""allusions"", ""high""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors, which requires cultural and historical knowledge to understand. Additionally, the language used is formal and grand, typical of historical or scholarly texts.""
}","['allusions', 'high']",False,"{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors and the actions of Temur, requiring cultural knowledge to fully understand the reference.""
}",['allusions'],"{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors and the actions of Temur, requiring cultural knowledge to fully understand the reference.""
}",['allusions'],"{
  ""Properties"": [""allusions""],
  ""Explanation"": ""The text makes an allusion to the tradition of the Muslim doctors and the actions of Temur, requiring cultural knowledge to fully understand the reference.""
}",['allusions'],1,['allusions'],0,0.0,,"['correctness', 'clarity','middle']",maxims/proverbs,"{
  ""Answer"": ""no"",
  ""Explanation"": ""The sentence provided does not contain or demonstrate maxims or proverbs. It is a historical statement about Muhammad's advice and Temur's actions, but it does not express common wisdom in the form of a widely recognized saying or phrase.""
}",[]
